text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
help me to see what payment payment modalities you accept,check_payment_methods,11,7,-5.031757,24.812984,"payment, methods, help","payment, methods, help"
i need help retrieving my account access key,recover_password,13,39,18.737427,9.859347,"user, key, account","user, key, account"
switch to account,switch_account,4,1,12.021233,4.502167,"account, need, help","account, standard, change"
i need help to add several product to order,change_order,1,10,5.6307235,14.268998,"order, purchase, help","item, help, product"
i have problems with creating a platinum account,create_account,4,54,8.383752,4.043798,"account, need, help","platinum, account, help"
i'm calling to lodge a claim against ur company,complaint,12,24,-0.5510141,7.034163,"claim, complaint, help","claim, complaint, help"
i want assistance to locate my bill #00108,check_invoice,6,37,-1.0863961,17.607935,"help, look, know","help, look, know"
can you show me how soon can i expect my delivery?,delivery_period,0,3,-12.317204,0.140177,"arrive, soon, expect","arrive, check, help"
where can i see how long the shipping takes,delivery_period,0,3,-12.63388,0.4091978,"arrive, soon, expect","arrive, check, help"
modifying info on freemium accoumt,edit_account,4,51,7.2271347,5.496334,"account, need, help","freemium, account, info"
i want help to inform of an error with registrations,registration_problems,15,0,15.750014,6.618713,"sign, signup, inform","registration, inform, report"
can you help me to obtain a refund of money?,get_refund,2,19,-7.525242,10.972911,"help, money, refund","refunds, refund, request"
i have to correct purchase how can i do it,change_order,1,2,7.223776,14.746479,"order, purchase, help","order, purchase, help"
i dont know how i can close the platinum account,delete_account,4,14,7.7512956,3.9287868,"account, need, help","account, platinum, need"
edit standard accont,edit_account,4,1,11.22356,4.836113,"account, need, help","account, standard, change"
i have to check what shipment options uoffer,delivery_options,16,64,4.8628054,-7.5001073,"options, methods, delivery","options, shipment, check"
can you help me write an opinion about a product?,review,9,20,-5.141516,-0.91985035,"feedback, leave, help","feedback, leave, help"
"i have not signed up, can i open a platinum account?",create_account,4,54,8.335834,4.0201716,"account, need, help","platinum, account, help"
i do not know how to lodge a consumer cmplaint,complaint,12,24,-1.5111852,7.0670147,"claim, complaint, help","claim, complaint, help"
show me how long it usually takes for my product to arrive,delivery_period,0,3,-12.421965,0.64680326,"arrive, soon, expect","arrive, check, help"
i want help seeing the goddamn eta of purchase,track_order,18,38,-6.329627,19.781971,"eta, purchase, order","eta, purchase, help"
i am trying to order a few of your product,place_order,1,10,5.4463935,14.259567,"order, purchase, help","item, help, product"
i need to check how long reimbursements usually take,check_refund_policy,2,48,-8.787961,12.333851,"help, money, refund","long, reimbursements, check"
wanna change something of order,change_order,1,2,6.8842354,13.791515,"order, purchase, help","order, purchase, help"
help with opening a account,create_account,4,1,11.9979105,3.5805595,"account, need, help","account, standard, change"
help me to lodge a reclamation against your company,complaint,12,24,-1.8990855,7.1691203,"claim, complaint, help","claim, complaint, help"
deleting standard account,delete_account,4,13,5.6837935,7.7076116,"account, need, help","account, know, standard"
cancelling platinum account,delete_account,4,14,7.7436795,3.9310079,"account, need, help","account, platinum, need"
i want help talking with an agent,contact_human_agent,3,27,-4.880636,14.553415,"customer, talk, assistance","agent, talk, human"
ucstomer service mail address,contact_customer_service,5,4,3.3556774,-3.64913,"address, delivery, shipping","address, delivery, shipping"
show ur money back policcy,check_refund_policy,2,52,-6.8027115,12.147883,"help, money, refund","money, help, check"
i need help to recover my profile key,recover_password,13,39,18.633411,9.704385,"user, key, account","user, key, account"
where can i demand a refund?,get_refund,2,19,-7.458106,10.825915,"help, money, refund","refunds, refund, request"
check the early termination charges,check_cancellation_fee,8,15,23.581846,6.463502,"termination, early, check","termination, check, fee"
i want to retrieve the pw of my user account,recover_password,13,39,18.287079,10.870983,"user, key, account","user, key, account"
can uhelpp me to order some of ur product,place_order,1,10,5.412341,14.240637,"order, purchase, help","item, help, product"
want help to check the fucking tea of the order,track_order,1,61,8.461238,19.394215,"order, purchase, help","order, status, current"
i want assistance using tghe fucking account,switch_account,4,1,12.103366,4.1477404,"account, need, help","account, standard, change"
i am trying to locate order,track_order,1,2,6.240099,13.965989,"order, purchase, help","order, purchase, help"
i need help to inform of issues with online payments,payment_issue,7,18,2.0813792,24.89696,"payment, online, payments","payment, online, payments"
have a questiin about the removal of a account,delete_account,4,13,5.8277926,7.227433,"account, need, help","account, know, standard"
list accepted payment methods,check_payment_methods,11,7,-6.378814,25.252136,"payment, methods, help","payment, methods, help"
i want assistance leaving some feedback for your services,review,9,20,-6.2846107,-1.316003,"feedback, leave, help","feedback, leave, help"
i do not know what i have to do to get my bill #00108,get_invoice,6,37,-1.2437409,17.566526,"help, look, know","help, look, know"
can you help me to speak to a person?,contact_human_agent,3,11,-5.297305,5.1528716,"customer, talk, assistance","customer, assistance, talk"
wanna see ur money back plicy,check_refund_policy,2,52,-6.8719664,12.052032,"help, money, refund","money, help, check"
notify of issues with signup,registration_problems,15,8,15.047985,2.3333318,"sign, signup, inform","sign, signup, notify"
can i chat with a person,contact_human_agent,3,11,-5.3319197,5.537902,"customer, talk, assistance","customer, assistance, talk"
i would like to see in which cases can i request a refund,check_refund_policy,2,19,-7.040835,10.158095,"help, money, refund","refunds, refund, request"
wanna check in which cases can i ask for a refund,check_refund_policy,2,19,-6.905575,10.012332,"help, money, refund","refunds, refund, request"
"the address changed, can you help me change it?",change_shipping_address,5,29,7.2329636,-3.111809,"address, delivery, shipping","address, trying, help"
i haqve got to check when my delivery is gonna arrive,delivery_period,0,3,-11.925082,0.5854838,"arrive, soon, expect","arrive, check, help"
i need help checking what payment options are accepted,check_payment_methods,11,7,-6.16727,24.05788,"payment, methods, help","payment, methods, help"
where can i find information about a delivery address change,change_shipping_address,5,4,4.253223,-3.623756,"address, delivery, shipping","address, delivery, shipping"
need help to order several of ur artcle,place_order,1,10,5.519258,14.258406,"order, purchase, help","item, help, product"
need assistance resetting my account pin code,recover_password,21,55,17.38586,15.487677,"pin, user, code","pin, user, code"
could ya help me receive a rebate,get_refund,2,31,-11.690173,10.708825,"help, money, refund","rebate, money, rebates"
i want to see your refund policy,check_refund_policy,2,46,-7.667717,11.535806,"help, money, refund","refund, help, policy"
unsubscribe to company newsletter,newsletter_subscription,10,44,-2.8100445,-8.03965,"newsletter, help, corporate","newsletter, unsubscribe, help"
ineed assistance to see the withdrawal charges,check_cancellation_fee,8,25,20.865553,2.00574,"termination, early, check","withdrawal, charge, help"
help me inform of a problem with signup,registration_problems,15,8,14.6146345,2.6672726,"sign, signup, inform","sign, signup, notify"
i don't know how to close my account,delete_account,4,13,6.3162913,7.878793,"account, need, help","account, know, standard"
modifying info on gold account,edit_account,4,36,8.5519905,6.591544,"account, need, help","gold, account, change"
help to check in which cases can i ask for reimbursements,check_refund_policy,2,59,-1.4967394,2.9344952,"help, money, refund","cases, ask, reimbursed"
i want assistance to restore my goddamn account pin,recover_password,21,55,17.387941,15.485024,"pin, user, code","pin, user, code"
chnge data on account,edit_account,4,1,11.29172,5.2691207,"account, need, help","account, standard, change"
need to check in what cases can i request to be refunded,check_refund_policy,2,19,-6.8889666,10.000038,"help, money, refund","refunds, refund, request"
what is the customer service mail,contact_customer_service,3,11,-4.8802934,3.885617,"customer, talk, assistance","customer, assistance, talk"
want assistance to cancel my account,delete_account,4,13,6.6559095,7.4378476,"account, need, help","account, know, standard"
lodging claim against ur business,complaint,12,24,-0.6284237,7.0452185,"claim, complaint, help","claim, complaint, help"
